param#0 	 param#1 	 param#2 	 dist 	  wgt 
0.105094 	2.142495 	15.030687 	149147.654949 	0.000000 	
1.334751 	1.202791 	15.799564 	371859.489835 	0.012425 	
0.867503 	0.858409 	15.100207 	226586.079713 	0.010884 	
0.425474 	0.827580 	17.867872 	335517.451452 	0.012245 	
0.756079 	0.327356 	16.851925 	291057.604459 	0.014581 	
1.384843 	0.229837 	12.838673 	388662.076098 	0.013631 	
0.062633 	1.637961 	11.234969 	287327.016646 	0.004299 	
0.391211 	0.790858 	13.460135 	162951.164288 	0.009777 	
0.793816 	0.700993 	13.922608 	206313.891670 	0.010983 	
0.155321 	0.378933 	12.872737 	170746.047365 	0.007202 	
0.977589 	0.810107 	16.648200 	319538.939640 	0.012212 	
1.325928 	0.605600 	13.540210 	347222.492525 	0.011743 	
1.157272 	3.052840 	12.160861 	373577.364413 	0.000000 	
1.077381 	1.830934 	12.234307 	337044.112979 	0.017718 	
1.237110 	1.724638 	15.605103 	333858.228010 	0.014686 	
0.635550 	4.240043 	15.957974 	221788.206454 	0.000000 	
0.939314 	1.748020 	16.336625 	289821.766464 	0.014231 	
0.057133 	1.591258 	16.811271 	227580.929512 	0.003032 	
0.929881 	1.982947 	15.876878 	265018.325445 	0.016359 	
1.067391 	1.241634 	16.387364 	323846.131190 	0.012149 	
0.033744 	1.149335 	12.919759 	171862.259791 	0.001737 	
0.113939 	1.803380 	17.149282 	252331.878713 	0.006007 	
0.945409 	1.762211 	16.727787 	315407.041194 	0.014693 	
1.001738 	1.918881 	13.364548 	266021.964508 	0.016793 	
1.017851 	0.893807 	11.547976 	365305.992252 	0.012852 	
1.032909 	0.066859 	15.670934 	282540.047504 	0.015454 	
0.640129 	1.103998 	16.943299 	276625.846677 	0.011692 	
0.703792 	0.448462 	11.020966 	346106.367062 	0.014458 	
1.444706 	0.633278 	13.710496 	383996.142326 	0.012008 	
0.323098 	2.375601 	16.180662 	195320.700974 	0.000000 	
0.585259 	2.045307 	13.628666 	183570.925519 	0.000000 	
1.121225 	0.456555 	14.170817 	277920.782961 	0.011830 	
0.806477 	1.938630 	12.771958 	247942.070112 	0.017360 	
0.759912 	0.336947 	14.742301 	200351.830396 	0.012462 	
0.366070 	0.330109 	12.596138 	192182.525985 	0.011641 	
0.513014 	0.374114 	18.855215 	462999.546733 	0.018538 	
0.330080 	2.290703 	18.467634 	387801.892269 	0.000000 	
0.631714 	0.058921 	14.106374 	177988.059487 	0.014542 	
1.173090 	0.816377 	17.580192 	444910.471305 	0.014177 	
1.583341 	1.170450 	14.040980 	432281.697126 	0.013106 	
0.333043 	1.177153 	17.765632 	316666.486367 	0.010565 	
0.068753 	0.213662 	15.054700 	148636.029464 	0.004165 	
0.383339 	0.440601 	16.230386 	204219.518168 	0.011482 	
1.412603 	1.392020 	16.085208 	410849.303652 	0.013721 	
0.618532 	1.687205 	17.491054 	317051.911283 	0.013900 	
1.667259 	0.603247 	14.746222 	466304.551975 	0.013436 	
0.628444 	0.824433 	13.883515 	180428.843104 	0.010619 	
0.333704 	1.463903 	17.486511 	289148.951477 	0.010619 	
0.037557 	3.140663 	14.540132 	148954.005039 	0.000000 	
0.026882 	1.671825 	15.416971 	158185.826733 	0.001501 	
0.265164 	0.552183 	12.699057 	182261.004229 	0.009230 	
0.403712 	2.378645 	15.492828 	172994.478186 	0.000000 	
0.589279 	0.043326 	11.883338 	255943.622171 	0.016029 	
1.069649 	2.416656 	17.635726 	416881.999328 	0.000000 	
0.748463 	0.181695 	12.474330 	243978.582545 	0.014114 	
0.437652 	2.107858 	14.939067 	162590.925829 	0.000000 	
0.937886 	0.168316 	13.785287 	236494.640949 	0.013482 	
0.627642 	1.472405 	13.871572 	182241.227366 	0.011628 	
0.183828 	1.204791 	9.803708 	444525.107529 	0.010786 	
1.477957 	1.118493 	13.278205 	407980.589856 	0.012612 	
0.668666 	0.869637 	10.502757 	397634.076514 	0.014643 	
0.049345 	1.094377 	14.031605 	142877.915487 	0.002319 	
0.661233 	1.788610 	16.585685 	253433.510549 	0.013896 	
0.904868 	0.720077 	12.404793 	279860.927709 	0.011805 	
0.157385 	0.262686 	14.383448 	140770.856693 	0.007489 	
0.253191 	0.762089 	16.849163 	235480.386699 	0.008957 	
0.858840 	1.748297 	15.121446 	225922.500258 	0.013598 	
1.010429 	0.863313 	13.853242 	253280.456150 	0.010843 	
0.203020 	2.648297 	17.160965 	253529.752242 	0.000000 	
0.641022 	1.058544 	14.191023 	179894.353109 	0.010045 	
1.039425 	1.076481 	13.943736 	259647.859892 	0.010966 	
1.325317 	1.936449 	14.385940 	340768.766065 	0.018986 	
0.755995 	1.804891 	16.778622 	281384.910023 	0.014439 	
0.964451 	0.775981 	16.175308 	288104.635554 	0.012261 	
0.935936 	1.035145 	12.650504 	275084.507782 	0.011863 	
1.245644 	1.558021 	14.140576 	315674.947444 	0.013981 	
0.667737 	0.478922 	11.115595 	331810.531988 	0.015130 	
0.970789 	2.174249 	16.157724 	287313.634220 	0.000000 	
0.865532 	0.237564 	15.185656 	228771.056091 	0.013911 	
0.540389 	0.357331 	11.054739 	319827.650876 	0.015592 	
0.498325 	0.435214 	13.417656 	172897.626263 	0.011055 	
0.454891 	1.984994 	15.818181 	188486.318070 	0.014475 	
0.862940 	1.832842 	12.756024 	258961.186911 	0.017135 	
1.160782 	1.721303 	14.001024 	292879.653607 	0.014831 	
0.280845 	1.678943 	15.989988 	183611.091099 	0.010386 	
0.267708 	0.754096 	12.430339 	197001.700642 	0.009645 	
0.742440 	0.610888 	11.450766 	314944.399946 	0.013904 	
0.676590 	0.459611 	12.032279 	259928.492230 	0.012897 	
0.769621 	1.021340 	12.893876 	230873.704859 	0.011172 	
1.078986 	2.103944 	15.384209 	283306.879159 	0.000000 	
0.896152 	3.154359 	16.907615 	316875.169768 	0.000000 	
0.688736 	0.920984 	16.471735 	252082.629906 	0.011451 	
0.312653 	0.136282 	10.965131 	307422.875153 	0.015651 	
0.523338 	0.593418 	16.950819 	264254.175474 	0.013179 	
0.721234 	0.807634 	11.739213 	289665.375725 	0.013012 	
0.688029 	1.525412 	12.898078 	219608.880833 	0.013217 	
0.816265 	0.598146 	12.590791 	251687.461905 	0.011791 	
1.130959 	1.583414 	15.717015 	307640.016834 	0.013320 	
0.103779 	0.430837 	13.662124 	146474.754242 	0.005364 	
0.765474 	1.719624 	14.916999 	204678.513022 	0.012607 	
1.071503 	2.386820 	12.759470 	310145.418805 	0.000000 	
1.138669 	1.324710 	12.866555 	316443.639943 	0.013386 	
0.977613 	3.187254 	14.354525 	250367.334897 	0.000000 	
0.613449 	1.737318 	14.675425 	178326.399250 	0.012601 	
0.706767 	1.835285 	13.640559 	199773.894639 	0.014782 	
0.551831 	0.245467 	15.153146 	177663.119200 	0.012854 	
0.137474 	1.639332 	14.096830 	143666.684127 	0.007241 	
0.131358 	1.720247 	15.543411 	161643.582672 	0.007030 	
0.277180 	0.240710 	17.096413 	257905.754024 	0.014169 	
1.001268 	0.809244 	13.571644 	256109.121794 	0.010988 	
0.380287 	2.575713 	12.486066 	212199.679514 	0.000000 	
1.055964 	1.195713 	12.836099 	295445.689991 	0.012429 	
1.068152 	0.629957 	12.132564 	333853.042952 	0.013235 	
0.039639 	2.669392 	16.350886 	198496.403371 	0.000000 	
1.144642 	0.644292 	15.266242 	296902.663423 	0.012534 	
0.145162 	1.180073 	12.773688 	178141.468170 	0.007066 	
0.749880 	0.151450 	15.535769 	218201.563184 	0.015027 	
0.208988 	1.127874 	14.375619 	142636.565562 	0.007480 	
0.632329 	0.691482 	13.271157 	194138.726431 	0.010649 	
0.737446 	2.395197 	14.617269 	198770.184404 	0.000000 	
1.077216 	1.326861 	12.437741 	321596.257204 	0.013947 	
0.249846 	1.623984 	11.438568 	271908.941002 	0.015288 	
0.999450 	1.348080 	15.887875 	281350.781116 	0.011765 	
0.290706 	1.076311 	13.922734 	148504.503385 	0.008734 	
0.802722 	0.397666 	13.912712 	207631.757484 	0.011698 	
1.200683 	1.384067 	14.684720 	302462.906330 	0.012433 	
0.011363 	1.640314 	15.912336 	176809.214461 	0.000812 	
0.105687 	3.855241 	13.163389 	180250.312776 	0.000000 	
0.239813 	0.613900 	14.699974 	145018.738303 	0.008261 	
0.895934 	1.547220 	12.137752 	298914.774345 	0.015752 	
0.778547 	3.091536 	13.098018 	236815.876760 	0.000000 	
1.161443 	1.917683 	14.475169 	291435.558536 	0.016687 	
0.397620 	0.673670 	15.990880 	192235.742571 	0.010489 	
0.537617 	0.820479 	14.471695 	166097.933259 	0.009867 	
0.247245 	0.953836 	17.423728 	281159.775943 	0.010128 	
1.228572 	0.978264 	14.519871 	308926.252554 	0.011848 	
0.664412 	1.377766 	12.412662 	239543.235243 	0.013227 	
1.046881 	1.304109 	14.848130 	262765.499816 	0.011298 	
0.978424 	2.828335 	15.183967 	255795.298178 	0.000000 	
0.191166 	2.365962 	13.506674 	158436.987465 	0.000000 	
0.867947 	0.299552 	11.656889 	319918.377230 	0.014875 	
0.388613 	0.573138 	14.046980 	152469.253624 	0.009862 	
0.767359 	0.651732 	16.058093 	242577.512941 	0.011899 	
1.007319 	0.152088 	12.517811 	294615.238316 	0.015037 	
0.229437 	2.628519 	12.986807 	179443.397508 	0.000000 	
1.147164 	0.861796 	13.122430 	306664.113889 	0.011949 	
1.158087 	1.723187 	14.407572 	289844.510762 	0.014460 	
1.070500 	0.128959 	15.106064 	273822.387661 	0.016253 	
0.419374 	0.262001 	12.250407 	214959.648818 	0.012783 	
0.194817 	0.646347 	13.858123 	144834.539218 	0.007445 	
0.545331 	0.663538 	14.836104 	170311.092248 	0.010270 	
0.283877 	1.719465 	15.164650 	155444.776334 	0.010527 	
0.590603 	2.947002 	15.158491 	185829.319712 	0.000000 	
0.504725 	1.672179 	17.232899 	280990.001004 	0.013506 	
0.470840 	0.608755 	11.064756 	313130.337578 	0.014520 	
0.634823 	0.183773 	12.194857 	242239.226491 	0.014151 	
0.169946 	0.120248 	17.311961 	273284.380221 	0.012856 	
0.575540 	0.749806 	15.773794 	200421.254005 	0.010725 	
0.831858 	1.147517 	13.243574 	229778.974086 	0.011095 	
0.225508 	0.486642 	14.137926 	142871.633474 	0.008353 	
0.248623 	2.811033 	14.850370 	151724.040210 	0.000000 	
0.991458 	0.543394 	12.733115 	281677.917924 	0.012235 	
0.016433 	2.131901 	13.825498 	149903.625029 	0.000000 	
0.145457 	0.542942 	13.922524 	142942.262332 	0.006438 	
0.510911 	0.798634 	14.750666 	165308.764111 	0.009860 	
0.239722 	1.840675 	14.236316 	145790.541056 	0.011148 	
0.924459 	1.475875 	13.100088 	255187.803016 	0.012940 	
0.407236 	0.058677 	13.161481 	171218.575188 	0.012519 	
0.246019 	1.493180 	12.710309 	185328.999319 	0.012025 	
0.722244 	0.270471 	16.225662 	244930.067847 	0.019234 	
0.223887 	0.406700 	13.923049 	144516.495416 	0.008243 	
1.138389 	2.319386 	14.555712 	286664.212365 	0.000000 	
0.371277 	0.491819 	16.949896 	250708.394196 	0.016033 	
0.956627 	0.874412 	13.318806 	252554.064386 	0.011030 	
0.204757 	2.853766 	16.105369 	187169.288753 	0.000000 	
1.002764 	2.558166 	15.219895 	261383.331072 	0.000000 	
0.792636 	0.669438 	14.822546 	207165.091047 	0.011615 	
0.612941 	0.834774 	12.749841 	212071.280665 	0.010256 	
0.152602 	0.830566 	14.089740 	141900.405919 	0.006376 	
0.406114 	2.696175 	16.157751 	200338.221023 	0.000000 	
1.052948 	0.173750 	14.288558 	259807.300036 	0.019403 	
0.073834 	0.101026 	15.752309 	171291.914522 	0.005636 	
0.754652 	1.481737 	12.943088 	228365.336445 	0.012154 	
0.382667 	0.127054 	13.369135 	163227.972313 	0.011639 	
1.011611 	0.325054 	14.227129 	249771.784739 	0.015905 	
0.034400 	0.046940 	15.650409 	167742.095545 	0.002985 	
0.415213 	0.369116 	12.129392 	222512.920984 	0.011509 	
0.366333 	1.364311 	12.437934 	205422.700691 	0.012589 	
0.574566 	0.234869 	12.665281 	208836.760140 	0.012313 	
1.011485 	1.683068 	13.403271 	266034.581957 	0.013520 	
0.422484 	1.049923 	13.434608 	166940.027467 	0.009667 	
0.664438 	2.133344 	13.271281 	205087.042307 	0.000000 	
0.023170 	2.880256 	17.556840 	286055.689442 	0.000000 	
0.521675 	0.385283 	16.504870 	233651.593183 	0.016694 	
0.045891 	2.639381 	14.614441 	146606.999324 	0.000000 	
1.135321 	0.946444 	14.827803 	285251.371425 	0.013968 	
0.918559 	0.517477 	13.349437 	242261.808937 	0.012183 	
0.817028 	2.362352 	12.954323 	244441.154595 	0.000000 	
0.834635 	1.172150 	14.252457 	212391.416280 	0.010465 	
0.929740 	1.815933 	14.397853 	233377.712701 	0.014139 	
0.705060 	1.199669 	14.329203 	189432.661783 	0.010264 	
0.384803 	0.141709 	15.768533 	182475.310805 	0.014767 	
0.579261 	0.442767 	14.066249 	171458.685405 	0.010834 	
0.458239 	1.507911 	15.645426 	181911.719025 	0.012732 	
0.845921 	1.370620 	14.568169 	215359.810924 	0.011175 	
0.524158 	0.555770 	16.225866 	216742.281037 	0.014141 	
0.724667 	0.770010 	15.075289 	199887.462188 	0.011297 	
1.115837 	0.802759 	14.519254 	276930.961246 	0.013759 	
0.401956 	0.964925 	14.388193 	152843.895239 	0.009376 	
1.104727 	0.873973 	14.069030 	274678.891064 	0.012679 	
0.140785 	2.344892 	13.886552 	149243.000912 	0.000000 	
0.021627 	0.946623 	11.686885 	244502.180734 	0.001977 	
0.844012 	2.411700 	14.268597 	218210.344178 	0.000000 	
1.030751 	1.502448 	13.797821 	260910.428668 	0.012203 	
0.690399 	0.496333 	13.127816 	206850.842625 	0.010914 	
0.556077 	1.112191 	12.741623 	206445.480343 	0.010693 	
0.725137 	1.258313 	13.794308 	197564.371658 	0.010343 	
0.872110 	1.407254 	14.759671 	222256.823822 	0.011577 	
0.210414 	1.698822 	13.982981 	146471.149731 	0.011283 	
0.353375 	1.097832 	16.991121 	250309.467517 	0.014520 	
0.912857 	0.637420 	15.043089 	234872.606605 	0.013215 	
0.883973 	2.003449 	15.444057 	239619.998391 	0.000000 	
0.384443 	0.725087 	16.555828 	222980.458541 	0.013353 	
1.019371 	1.672580 	15.099661 	260818.635929 	0.014170 	
0.325296 	1.767392 	14.592226 	149801.099837 	0.013332 	
0.138415 	2.997893 	13.843892 	153729.111374 	0.000000 	
0.755122 	0.777707 	16.782185 	284023.603873 	0.017575 	
0.806299 	0.386529 	14.844491 	210102.239744 	0.013696 	
0.640372 	1.332110 	12.929868 	210191.674350 	0.011328 	
0.005343 	1.286892 	13.022042 	168941.159525 	0.000452 	
0.726377 	0.500451 	13.652031 	198467.666137 	0.011006 	
0.287674 	1.565834 	15.274343 	158087.514702 	0.011503 	
0.968814 	2.462395 	14.663790 	245169.698956 	0.000000 	
0.237165 	0.497725 	13.049177 	166239.023540 	0.008456 	
0.441122 	0.867244 	16.265207 	209744.603166 	0.012578 	
0.161640 	1.473394 	15.722966 	168433.797826 	0.008948 	
0.181848 	0.363798 	15.355761 	157051.292518 	0.008489 	
0.849534 	0.797301 	13.526773 	224135.640978 	0.010510 	
0.306554 	1.170812 	15.791769 	176477.720735 	0.010583 	
0.545783 	1.747989 	13.520563 	179934.462409 	0.014171 	
0.646919 	2.313742 	14.369118 	183940.468548 	0.000000 	
0.819455 	1.950789 	12.781153 	250018.311093 	0.018174 	
0.904844 	2.140317 	13.180667 	251621.721103 	0.000000 	
1.012162 	2.214068 	15.396565 	267226.167792 	0.000000 	
0.867021 	1.775708 	15.598855 	240917.355027 	0.015401 	
0.706372 	2.668404 	16.987972 	287393.608418 	0.000000 	
0.891034 	0.601013 	15.526309 	243764.022980 	0.014596 	
0.802735 	0.373482 	12.368595 	260132.767058 	0.012919 	
0.468667 	0.631428 	16.814413 	248259.703078 	0.015728 	
0.427861 	0.792350 	11.819460 	246941.357362 	0.011696 	
1.057690 	0.342812 	15.150939 	271335.387248 	0.019206 	
1.027203 	1.327808 	12.990327 	282420.203052 	0.012028 	
0.747152 	0.825897 	14.648580 	197161.589138 	0.010626 	
0.407763 	2.165828 	15.165720 	164329.088323 	0.000000 	
0.967147 	0.144259 	14.238249 	239300.248541 	0.017921 	
0.920551 	1.456889 	13.775507 	235731.680932 	0.011480 	
0.552194 	0.039505 	12.984493 	191937.825176 	0.013881 	
1.059694 	0.072507 	13.833758 	264557.796472 	0.020849 	
0.473037 	0.219762 	16.162321 	208964.082297 	0.016428 	
0.531300 	0.166734 	12.827991 	196129.365331 	0.012517 	
0.492657 	1.767466 	12.729028 	203527.402538 	0.016458 	
0.974954 	0.411480 	14.055921 	242047.549754 	0.014073 	
0.791707 	0.332801 	12.604826 	245437.830640 	0.012861 	
0.465448 	0.759576 	16.248441 	211336.305953 	0.012902 	
0.634257 	2.348520 	14.775402 	183861.890271 	0.000000 	
0.886901 	1.059422 	13.546786 	231985.270432 	0.010439 	
0.595270 	0.815311 	14.214115 	173147.332662 	0.009820 	
0.477207 	1.077733 	13.669631 	166581.976032 	0.010931 	
0.212399 	1.614280 	14.353979 	143831.147340 	0.011403 	
0.546917 	1.345476 	16.180173 	215256.702573 	0.015517 	
0.115699 	0.187370 	14.050864 	141160.082353 	0.008376 	
0.899336 	0.893228 	15.244143 	236611.657771 	0.012916 	
0.562692 	2.145841 	14.259507 	172435.463288 	0.000000 	
0.799196 	0.177244 	12.628637 	245128.660672 	0.018185 	
0.643222 	0.680009 	13.763094 	184014.353694 	0.010855 	
0.392056 	1.130980 	14.968785 	157708.187865 	0.010485 	
0.172806 	2.452163 	12.645612 	192827.731065 	0.000000 	
0.477752 	0.858481 	12.427983 	212721.978495 	0.014408 	
0.762682 	2.453378 	15.730509 	226896.176623 	0.000000 	
0.192505 	1.653200 	14.416538 	143386.426140 	0.011275 	
0.689807 	1.235492 	15.021881 	193330.192780 	0.011999 	
0.761296 	0.518661 	13.122054 	218797.277541 	0.013008 	
0.801235 	0.539175 	13.211188 	223027.761299 	0.012868 	
0.207648 	0.692751 	13.717152 	147488.780233 	0.009388 	
0.124089 	1.274377 	13.735281 	147254.687589 	0.007733 	
0.651981 	0.431362 	14.054465 	181408.737281 	0.011328 	
0.460164 	2.043807 	15.222153 	169942.719048 	0.000000 	
0.870915 	0.805379 	14.294755 	218883.809762 	0.011433 	
0.106958 	1.191392 	15.741319 	168778.121734 	0.006871 	
0.221561 	2.262964 	14.949468 	150101.918308 	0.000000 	
0.707558 	0.609794 	14.079191 	189906.810344 	0.010833 	
0.865737 	0.791539 	13.089202 	240452.560182 	0.013040 	
0.326360 	0.641859 	12.663224 	187477.886412 	0.013459 	
0.982903 	1.011664 	14.088756 	244520.622677 	0.012954 	
0.459024 	2.041852 	13.798944 	166029.438806 	0.000000 	
0.085944 	0.945144 	16.258409 	193873.527900 	0.005986 	
0.075385 	2.091566 	15.450098 	159076.537253 	0.000000 	
0.489136 	1.506530 	12.747590 	200750.073346 	0.015378 	
0.638141 	1.176782 	15.612527 	202011.538782 	0.012669 	
0.182934 	0.847418 	13.381682 	154939.784675 	0.009338 	
0.152140 	0.047356 	11.758344 	233753.051190 	0.021545 	
0.315105 	0.512153 	13.865557 	149435.385816 	0.010694 	
0.263010 	3.469281 	12.848061 	194052.596493 	0.000000 	
0.844344 	1.407155 	13.849451 	218645.918627 	0.013456 	
0.796424 	1.799210 	15.095586 	213517.400328 	0.019772 	
0.125784 	1.747990 	16.688542 	218767.763030 	0.014624 	
0.045337 	1.870886 	13.961873 	146164.304946 	0.005279 	
0.271672 	0.514328 	14.595915 	145334.915142 	0.009766 	
0.466183 	0.934027 	13.816353 	162521.565217 	0.010518 	
0.392335 	0.239732 	16.093289 	198158.383147 	0.013098 	
0.651668 	1.831787 	15.457372 	198955.921662 	0.020466 	
0.234739 	0.102182 	15.090130 	151879.380009 	0.011624 	
0.608112 	0.208007 	13.348111 	187418.600410 	0.014052 	
0.984135 	1.355880 	14.177250 	245006.737325 	0.014772 	
0.831232 	0.582104 	14.564954 	211641.011215 	0.011433 	
0.651709 	1.457261 	12.668406 	224470.195976 	0.015545 	
0.077370 	0.316294 	16.414738 	204907.057749 	0.006210 	
0.568093 	0.402094 	16.467436 	236661.077335 	0.014355 	
0.500601 	0.848133 	14.249492 	161914.382175 	0.010149 	
0.392161 	0.952448 	13.333847 	166992.130416 	0.011246 	
0.199602 	0.909593 	14.067917 	143153.391466 	0.008719 	
0.361828 	2.023216 	12.728656 	193896.328309 	0.000000 	
0.477243 	2.631271 	12.871845 	201111.899582 	0.000000 	
0.070184 	0.278102 	11.883181 	225582.040163 	0.010626 	
0.501903 	0.914321 	14.763744 	164556.711641 	0.010160 	
0.980468 	1.893605 	14.410761 	245039.665466 	0.023127 	
0.037872 	2.145637 	14.106389 	145807.761490 	0.000000 	
0.938760 	1.646056 	13.898388 	238423.593311 	0.017044 	
0.706408 	2.839733 	15.487708 	210311.361674 	0.000000 	
0.578451 	2.778708 	14.789338 	178204.725316 	0.000000 	
0.408248 	0.822875 	14.029315 	154540.016815 	0.010197 	
0.783693 	3.063952 	13.100724 	237407.955230 	0.000000 	
0.705734 	1.825077 	14.012684 	193308.964054 	0.017138 	
0.510801 	1.517534 	14.787037 	166482.847283 	0.013039 	
0.788094 	1.055740 	14.191218 	203686.223364 	0.011209 	
0.813711 	2.024954 	14.348160 	210552.336549 	0.000000 	
0.676212 	1.103073 	13.486504 	195792.184008 	0.011518 	
0.217513 	0.491563 	16.958698 	243504.782657 	0.012188 	
0.831174 	0.487555 	15.426807 	228599.637404 	0.012835 	
0.338015 	1.343104 	14.209013 	149350.499716 	0.011057 	
0.543543 	2.022785 	14.349420 	169379.822178 	0.000000 	
0.593925 	0.795066 	15.187845 	183223.405173 	0.010598 	
0.214270 	0.310118 	14.646970 	143661.398922 	0.009918 	
0.554790 	0.785205 	13.002097 	193737.723223 	0.012227 	
0.627870 	0.436877 	12.761710 	212063.366219 	0.014360 	
0.633535 	2.313325 	12.817724 	220053.947815 	0.000000 	
0.689599 	0.335257 	15.702573 	214314.924054 	0.013033 	
0.602199 	0.643650 	12.426122 	226246.402224 	0.014907 	
0.364325 	0.117305 	14.526903 	150243.994352 	0.012738 	
0.154851 	1.927429 	15.422146 	158325.304186 	0.014339 	
0.955010 	1.859722 	13.817125 	244173.183049 	0.021001 	
0.609985 	1.890394 	12.537291 	228138.379542 	0.021784 	
0.297548 	0.864063 	14.603671 	146805.615300 	0.009476 	
0.412743 	1.758266 	16.718158 	233543.567404 	0.025516 	
0.026043 	0.996394 	15.903459 	176598.786259 	0.002131 	
0.776389 	0.315895 	14.738796 	203218.144594 	0.012265 	
0.681645 	0.218570 	13.535595 	193307.337600 	0.013606 	
0.500381 	1.668749 	12.362615 	223435.868337 	0.019061 	
0.091617 	0.571624 	14.430147 	140545.400182 	0.005788 	
0.871332 	1.482370 	14.532247 	220479.617241 	0.014619 	
0.584091 	2.325229 	15.474248 	191031.852424 	0.000000 	
0.818055 	2.266029 	15.676715 	234666.359958 	0.000000 	
0.265384 	1.218827 	12.607984 	189739.695967 	0.013338 	
0.170799 	0.383138 	14.921873 	146356.365389 	0.008664 	
0.711058 	0.753308 	14.302621 	189731.483471 	0.010534 	
0.234495 	2.518402 	14.603181 	148059.856968 	0.000000 	
0.064386 	2.591874 	12.462057 	203517.356155 	0.000000 	
0.299263 	0.420573 	13.883880 	148211.116991 	0.009676 	
0.118172 	1.753207 	13.298926 	160198.554951 	0.010311 	
0.490409 	0.861590 	14.416491 	160827.123246 	0.010339 	
0.142223 	0.540478 	13.255195 	157114.873396 	0.006947 	
0.868320 	0.574546 	14.454228 	218361.272959 	0.017540 	
0.459849 	1.009535 	12.845096 	190937.609794 	0.012049 	
0.486364 	0.722320 	13.316401 	175205.768802 	0.011011 	
0.383538 	0.825354 	12.882994 	182072.299745 	0.011187 	
0.266138 	0.985725 	13.295881 	160637.000437 	0.009300 	
0.680224 	1.692773 	13.211113 	207115.362471 	0.016493 	
0.518721 	0.584388 	16.092638 	208948.425312 	0.017746 	
0.389233 	2.077046 	13.811428 	160011.675716 	0.000000 	
0.304864 	0.240467 	15.004582 	152953.556371 	0.011950 	
0.470183 	0.383872 	13.205687 	176102.329320 	0.012369 	
0.647671 	1.672092 	13.131408 	205012.703731 	0.016317 	
0.707645 	1.937149 	15.056036 	197768.652368 	0.018547 	
0.132451 	0.730395 	14.704697 	142650.896709 	0.006101 	
0.262691 	1.031173 	15.910963 	179673.300529 	0.011153 	
0.263599 	1.452160 	14.504824 	145490.843954 	0.009962 	
0.129271 	0.348489 	14.987131 	147059.330904 	0.006999 	
0.085889 	0.483197 	14.441508 	140563.107622 	0.004672 	
0.055951 	0.276881 	15.803551 	173169.186002 	0.004729 	
0.650833 	0.719584 	14.604220 	181538.218161 	0.012438 	
0.408549 	1.742264 	14.761853 	156961.401674 	0.013583 	
0.640576 	1.989322 	13.629720 	190742.953098 	0.019260 	
0.854129 	0.682715 	13.861243 	218561.321756 	0.015572 	
0.812561 	0.855038 	14.573023 	208297.361575 	0.014461 	
0.829225 	2.035176 	14.280318 	213741.007134 	0.000000 	
0.234417 	1.585105 	15.442484 	160582.676901 	0.011309 	
0.015357 	1.699186 	15.665222 	166710.150993 	0.001631 	
0.627575 	0.922470 	13.182777 	197083.419542 	0.012233 	
0.424897 	2.442082 	16.101764 	198837.017368 	0.000000 	
0.405638 	1.244583 	14.731607 	155528.826693 	0.010405 	
0.340406 	1.397122 	15.418658 	165004.968767 	0.011615 	
0.141182 	1.461952 	15.751864 	169296.320345 	0.008754 	
0.295711 	1.856526 	16.490586 	211032.055144 	0.019667 	
0.525584 	0.966027 	15.326292 	178554.213692 	0.012207 	
0.630944 	1.330288 	13.996514 	180649.752398 	0.011872 	
0.006541 	2.554985 	15.683140 	168665.222802 	0.000000 	
0.137951 	1.735806 	13.134474 	165911.962681 	0.011577 	
0.019271 	2.569054 	14.075699 	148467.422169 	0.000000 	
0.582490 	0.288396 	15.086941 	179803.619886 	0.016171 	
0.010035 	0.705826 	13.718196 	147021.054068 	0.000689 	
0.788263 	0.800564 	13.946587 	205204.342685 	0.013585 	
0.184131 	1.125443 	14.424715 	142056.920815 	0.007485 	
0.103221 	0.858265 	14.948452 	146002.294108 	0.005293 	
0.253542 	0.980410 	12.758489 	180755.250109 	0.010470 	
0.415875 	2.820322 	12.964139 	192814.273596 	0.000000 	
0.735341 	0.756964 	15.463119 	212191.675566 	0.016623 	
0.012716 	0.114417 	14.098035 	141792.075339 	0.001023 	
0.379881 	0.308520 	16.000012 	192278.844969 	0.017171 	
0.342925 	1.390184 	15.343594 	162970.604320 	0.011432 	
0.094260 	2.098774 	12.873862 	178519.342819 	0.000000 	
0.231427 	0.680731 	12.337548 	200486.614541 	0.011304 	
0.482014 	1.945256 	13.744780 	168842.530045 	0.017496 	
0.276346 	2.150072 	15.554030 	166457.599687 	0.000000 	
0.383434 	0.758729 	15.286830 	164288.820991 	0.011059 	
0.363462 	2.844759 	14.509755 	156030.150802 	0.000000 	
0.798544 	1.088667 	15.069792 	212647.077529 	0.014946 	
0.306872 	1.027578 	15.531767 	166743.327841 	0.010611 	
0.225048 	1.545999 	15.071736 	150854.353937 	0.010299 	
0.062743 	0.865610 	13.959194 	142978.262467 	0.003553 	
0.115211 	0.785869 	15.504604 	160408.590550 	0.006348 	
0.025959 	1.100309 	14.155824 	142319.996417 	0.001740 	
0.399570 	0.879070 	15.559755 	174025.222503 	0.011831 	
0.438295 	1.697280 	13.258176 	176288.427114 	0.015136 	
0.743918 	1.057513 	15.354163 	210069.847462 	0.015074 	
0.254110 	2.269095 	14.503286 	147502.545035 	0.000000 	
0.770497 	1.728311 	14.883497 	205089.650187 	0.016400 	
