param#0 	 param#1 	 param#2 	 dist 	  wgt 
1.395773 	2.290421 	10.056604 	644083.608991 	0.000000 	
1.865925 	0.568301 	18.157785 	764616.709446 	0.010968 	
0.000646 	0.876692 	17.586620 	294902.715141 	0.000036 	
0.529840 	1.583685 	15.223760 	176536.629265 	0.011047 	
0.474806 	0.756139 	15.608458 	182613.746696 	0.010316 	
1.354773 	2.059021 	17.324523 	473451.889165 	0.000000 	
0.278241 	1.583499 	10.960241 	317164.191037 	0.009314 	
1.457559 	1.097120 	16.831240 	472586.852352 	0.009730 	
2.096785 	2.743631 	15.729254 	694428.637254 	0.000000 	
1.010726 	0.567663 	13.333915 	263809.635839 	0.010374 	
0.814884 	1.759846 	14.726917 	211405.056240 	0.013193 	
0.728073 	0.623496 	12.211976 	257389.517753 	0.010780 	
0.715759 	0.527014 	8.167417 	740698.311099 	0.013715 	
1.108432 	0.763195 	15.735906 	302935.375953 	0.009998 	
0.936156 	1.836737 	12.853919 	269841.455691 	0.014643 	
0.775502 	0.888622 	10.386247 	428504.874315 	0.010798 	
0.913717 	0.595169 	19.168175 	568592.817263 	0.014508 	
1.511061 	1.552605 	15.583679 	424907.646183 	0.011272 	
0.967581 	0.933094 	12.612171 	283613.595929 	0.009683 	
0.670684 	0.963505 	12.983692 	210790.569492 	0.011455 	
0.850100 	1.028639 	16.852357 	305804.842307 	0.011384 	
0.270631 	0.891198 	12.415892 	198595.009918 	0.009693 	
1.788135 	1.747080 	15.277982 	528851.425338 	0.016880 	
1.393228 	1.299447 	11.757217 	460850.265143 	0.012539 	
0.587809 	1.508298 	15.268638 	184592.884961 	0.012472 	
0.905929 	0.325625 	16.350094 	286440.396473 	0.013224 	
1.069564 	1.987649 	12.651464 	312267.200700 	0.018947 	
1.172687 	2.233794 	18.134681 	495058.938403 	0.000000 	
0.287498 	1.608647 	14.064879 	148308.607219 	0.011249 	
0.828073 	1.462308 	12.497272 	263160.380796 	0.013353 	
0.383234 	0.390840 	12.772242 	185306.571676 	0.012070 	
0.473913 	0.391885 	14.045122 	159734.971034 	0.011979 	
0.651489 	1.830427 	19.117396 	505665.841323 	0.018077 	
0.255503 	1.502462 	19.718182 	558739.326541 	0.011705 	
1.496365 	0.286053 	15.302448 	411389.292131 	0.014089 	
0.051344 	0.904977 	15.503286 	160525.328963 	0.002584 	
0.875274 	0.020801 	16.757790 	308111.691833 	0.016873 	
0.697283 	0.138344 	12.255350 	247730.138987 	0.015857 	
0.058815 	0.948312 	9.188094 	528032.794910 	0.005070 	
0.576463 	1.739063 	17.501285 	312307.995745 	0.014958 	
0.582881 	0.587035 	13.827523 	174694.765044 	0.011508 	
0.204180 	0.966639 	11.810729 	235903.911998 	0.008886 	
1.078961 	1.532531 	17.619921 	420182.815581 	0.013844 	
1.635534 	3.188800 	11.780912 	565990.816843 	0.000000 	
1.008895 	0.272886 	16.346385 	309654.161328 	0.013727 	
0.450743 	1.538003 	19.579114 	550213.883421 	0.014775 	
1.368960 	0.139087 	10.725292 	537519.245453 	0.017423 	
1.354195 	0.690886 	11.451095 	468142.211365 	0.012327 	
0.015157 	1.106401 	15.529683 	161918.494963 	0.000844 	
1.259357 	2.515781 	10.830565 	512657.189716 	0.000000 	
1.596625 	2.821343 	14.404469 	441651.061297 	0.000000 	
1.067138 	2.091771 	13.904149 	270685.558292 	0.000000 	
0.657008 	1.294441 	13.318125 	198344.688432 	0.012030 	
1.243824 	0.635991 	16.610242 	388419.436381 	0.011954 	
0.622824 	1.737286 	11.685782 	285511.015231 	0.017231 	
1.235359 	1.515377 	10.123636 	575536.477196 	0.016238 	
0.908490 	3.345167 	10.680318 	448113.106710 	0.000000 	
1.447025 	2.195226 	15.694265 	406163.043316 	0.000000 	
0.443791 	0.420758 	16.170717 	206002.077882 	0.011508 	
1.282442 	1.936801 	16.375768 	383243.468214 	0.017430 	
1.042943 	0.103321 	13.155030 	276145.223740 	0.015370 	
0.928447 	0.354793 	17.934526 	421689.412051 	0.014330 	
0.617685 	0.929309 	13.806709 	180292.942538 	0.011029 	
0.219679 	0.218406 	15.798493 	174750.889080 	0.009522 	
1.101775 	0.156417 	9.780266 	568891.827558 	0.018976 	
0.512187 	1.164894 	12.963033 	191964.140759 	0.011628 	
1.039051 	1.070077 	18.599615 	518907.275108 	0.013106 	
1.455260 	3.002007 	17.555824 	526911.835580 	0.000000 	
0.749891 	1.194947 	12.063345 	273748.869757 	0.012547 	
1.285271 	1.265763 	14.471004 	326429.121099 	0.011251 	
0.147235 	1.223708 	16.061124 	183325.062912 	0.006281 	
0.950136 	0.165499 	14.293769 	235405.576752 	0.014292 	
0.201440 	0.739752 	12.065803 	216695.079669 	0.008658 	
1.349814 	0.764523 	10.766951 	531361.644929 	0.012854 	
0.844945 	1.479816 	12.920732 	245934.320291 	0.013105 	
1.163484 	1.806390 	16.857128 	379123.430074 	0.015780 	
0.180416 	2.091147 	17.691180 	299871.146356 	0.000000 	
1.693092 	0.228149 	14.000385 	475632.069983 	0.015368 	
0.072091 	1.559503 	16.192835 	189481.416453 	0.004136 	
0.831725 	2.135258 	16.574772 	281504.789348 	0.000000 	
0.939553 	1.002032 	15.728047 	261224.971710 	0.010906 	
0.165372 	1.711677 	19.491614 	520263.470114 	0.009842 	
1.767985 	0.283629 	12.762050 	541065.811728 	0.015447 	
0.241699 	0.853880 	11.020599 	303651.709946 	0.010506 	
1.913188 	1.125448 	15.138236 	582623.701729 	0.013590 	
1.388724 	2.625377 	14.705519 	365346.170549 	0.000000 	
0.317373 	1.017579 	18.701220 	422065.978453 	0.010451 	
0.032751 	3.399552 	11.543329 	278156.580695 	0.000000 	
1.049300 	0.369168 	12.450075 	309230.447757 	0.013192 	
0.317014 	1.890675 	11.161461 	302478.268725 	0.018360 	
0.908096 	2.047328 	10.913575 	408111.950932 	0.000000 	
0.914111 	0.975444 	17.394359 	362866.523979 	0.011718 	
1.309203 	0.530947 	16.054449 	376535.304914 	0.012177 	
1.665321 	1.106267 	13.603739 	471832.324542 	0.011716 	
0.317630 	0.130226 	9.264856 	514304.318415 	0.019330 	
0.852549 	2.101833 	17.099290 	322410.007937 	0.000000 	
0.950492 	1.703604 	14.102015 	238898.713736 	0.014153 	
1.688983 	0.663336 	14.639507 	474203.132176 	0.012308 	
1.734830 	3.545671 	14.132202 	504762.328329 	0.000000 	
1.277559 	1.909477 	16.981009 	421655.724662 	0.017512 	
1.472452 	0.219083 	15.579224 	411969.586671 	0.014828 	
0.959941 	1.638932 	19.088022 	560100.927057 	0.016497 	
0.281036 	0.010454 	17.155186 	264182.066391 	0.013009 	
1.356601 	1.110360 	10.963313 	516474.778933 	0.012683 	
0.319423 	1.460891 	13.391944 	162327.605645 	0.011204 	
0.688445 	2.003781 	12.904962 	222138.875279 	0.000000 	
0.314413 	2.285558 	14.972389 	154631.950223 	0.000000 	
0.810195 	2.006199 	10.839046 	395803.051659 	0.000000 	
0.899014 	0.414401 	16.370113 	285859.869321 	0.012612 	
0.087895 	1.892645 	19.802983 	565950.480887 	0.007110 	
0.290363 	1.301373 	11.180093 	294174.014859 	0.012165 	
1.493061 	0.837396 	13.359037 	410103.374973 	0.011185 	
1.480707 	1.229658 	12.773917 	429059.222717 	0.011726 	
0.396550 	0.096650 	17.490331 	300490.619364 	0.014190 	
1.510393 	2.212620 	14.647741 	406629.171853 	0.000000 	
1.014850 	2.096293 	18.556644 	502354.290095 	0.000000 	
1.538774 	2.502875 	16.913990 	506128.538549 	0.000000 	
1.833348 	0.064213 	12.687345 	573098.032673 	0.019166 	
1.411138 	2.782750 	13.620238 	383273.110704 	0.000000 	
0.467263 	3.328542 	12.235522 	241945.848756 	0.000000 	
0.341583 	2.076960 	12.974563 	181691.761787 	0.000000 	
0.427862 	2.131987 	15.086304 	164314.721461 	0.000000 	
0.729756 	0.955075 	17.347158 	323765.170039 	0.012508 	
0.253689 	0.222038 	12.200624 	207477.816373 	0.010937 	
1.053096 	1.288597 	17.230598 	379949.340731 	0.013201 	
0.733165 	1.749017 	16.472578 	257787.209289 	0.013760 	
0.351422 	0.812743 	15.322176 	162989.114511 	0.009323 	
1.057279 	4.584065 	16.648049 	340996.410764 	0.000000 	
0.127826 	1.510679 	14.747362 	143893.152048 	0.005427 	
0.889695 	0.452720 	13.435873 	233677.332941 	0.011883 	
1.108334 	0.665399 	12.141340 	343923.967765 	0.012229 	
0.517908 	1.370620 	15.641871 	187884.711488 	0.010740 	
0.641839 	0.072374 	14.511401 	179630.284060 	0.014490 	
1.523339 	1.669205 	15.026340 	414782.823677 	0.015840 	
1.369680 	0.793651 	11.673297 	456018.508893 	0.013205 	
0.555988 	1.790392 	12.858759 	204678.147705 	0.014420 	
0.779906 	0.671228 	11.613926 	308573.283698 	0.012787 	
1.095686 	1.377031 	14.217783 	272452.791268 	0.011928 	
0.304230 	1.966179 	12.603508 	196344.152681 	0.013715 	
1.426366 	0.651228 	13.255309 	388777.322330 	0.012037 	
1.650543 	3.690397 	13.732118 	477367.232478 	0.000000 	
0.569571 	2.662711 	15.036848 	179884.911221 	0.000000 	
1.169912 	1.023686 	13.368922 	305671.355784 	0.011379 	
0.813101 	1.248448 	14.241547 	208487.885546 	0.011072 	
0.507338 	1.509212 	12.085810 	240531.568911 	0.013024 	
0.381064 	1.615892 	15.056108 	158991.572728 	0.010574 	
0.650611 	1.109870 	18.723024 	457924.783993 	0.014752 	
0.474236 	0.957079 	13.141136 	180435.976706 	0.010333 	
0.514061 	1.683939 	16.698143 	242006.854724 	0.012539 	
1.255416 	0.283540 	14.524758 	316703.700862 	0.012944 	
0.697831 	0.846724 	13.554927 	196706.774347 	0.010804 	
0.983781 	0.310492 	10.577678 	445233.928322 	0.016049 	
